"";"Species";"RCC";"Genbank_accession";"Keep";"Status"
"693";"Rhodomonas_sp";"RCC5610";"MH765042";"Yes";"Distributed"
"694";"Hemiselmis_sp";"RCC5942";"MK295687";"Yes";"Distributed"
"695";"Hemiselmis_sp";"RCC5943";"MK295688";"Yes";"Distributed"
"696";"Hemiselmidaceae_X_sp";"RCC5949";"MK295692";"Yes";"Distributed"
"697";"Hemiselmis_sp";"RCC6130";"MN121038";"No";"NotFound"
"698";"Proteomonas_sp";"RCC6264";"MN604346";"Yes";"Distributed"
"699";"Proteomonas_sp";"RCC6266";"MN604347";"Yes";"Distributed"
"700";"Rhodomonas_sp";"RCC6297";"MN604361";"Yes";"Distributed"
"701";"Rhodomonas_salina";"RCC6434";"MN604360";"Yes";"Distributed"
"702";"Teleaulax_acuta";"RCC6441";"MN604363";"Yes";"Distributed"
"703";"Tisochrysis_lutea";"RCC90";"KT861288";"Yes";"Distributed"
"704";"Chrysochromulina_acantha";"RCC339";"KT861299";"No";"Lost"
"705";"Emiliania_huxleyi";"RCC362";"KT878668";"No";"Lost"
"706";"Chrysochromulina_sp";"RCC390";"KT878670";"No";"Lost"
"707";"Chrysochromulina_sp";"RCC400";"KT861300";"No";"NotDistributed"
"708";"Dicrateria_rotunda";"RCC401";"KT861304";"Yes";"Distributed"
"709";"Dicrateria_rotunda";"RCC406";"KT861305";"Yes";"Distributed"
"710";"Dicrateria_rotunda";"RCC415";"KT878673";"No";"Lost"
"711";"Dicrateria_rotunda";"RCC416";"KT861306";"No";"NotDistributed"
"712";"Dicrateria_rotunda";"RCC430";"KT861307";"No";"NotDistributed"
"713";"Emiliania_huxleyi";"RCC458";"KT861251";"Yes";"Cryopreserved"
"714";"Dicrateria_sp";"RCC470";"KT878677";"Yes";"Distributed"
"715";"Dicrateria_rotunda";"RCC471";"KT861309";"No";"Lost"
"716";"Emiliania_huxleyi";"RCC502";"KT861252";"Yes";"Cryopreserved"
"717";"Emiliania_huxleyi";"RCC538";"KT861253";"Yes";"Cryopreserved"
"718";"Chrysochromulina_acantha";"RCC574";"KT861301";"Yes";"Distributed"
"719";"Chrysochromulina_sp";"RCC656";"KT861302";"Yes";"Distributed"
"720";"Dicrateria_rotunda";"RCC671";"KT861310";"No";"Lost"
"721";"Phaeocystis_globosa";"RCC678";"JX660989";"Yes";"Distributed"
"722";"Dicrateria_rotunda";"RCC704";"KT861311";"Yes";"Distributed"
"723";"Phaeocystis_globosa";"RCC851";"EU106737";"No";"Lost"
"724";"Phaeocystis_globosa";"RCC861";"EU106745";"No";"Lost"
"725";"Emiliania_huxleyi";"RCC867";"EU106748";"No";"Lost"
"726";"Emiliania_huxleyi";"RCC868";"EU106749";"Yes";"Cryopreserved"
"727";"Phaeocystis_globosa";"RCC870";"EU106751";"No";"Lost"
"728";"Phaeocystis_globosa";"RCC872";"KT878684";"No";"Lost"
"729";"Emiliania_huxleyi";"RCC874";"KT861254";"Yes";"Cryopreserved"
"730";"Phaeocystis_globosa";"RCC882";"EU106757";"No";"Lost"
"731";"Phaeocystis_jahnii";"RCC908";"EU106761";"No";"NotDistributed"
"732";"Phaeocystis_jahnii";"RCC908";"JX660990";"No";"NotDistributed"
"733";"Emiliania_huxleyi";"RCC909";"KT861255";"Yes";"Distributed"
"734";"Emiliania_huxleyi";"RCC911";"EU106763";"Yes";"Cryopreserved"
"735";"Emiliania_huxleyi";"RCC912";"EU106764";"No";"Lost"
"736";"Emiliania_huxleyi";"RCC914";"EU106766";"Yes";"Cryopreserved"
"737";"Dicrateria_sp";"RCC918";"KF899845";"No";"NotDistributed"
"738";"Emiliania_huxleyi";"RCC920";"EU106770";"No";"Lost"
"739";"Emiliania_huxleyi";"RCC921";"EU106771";"Yes";"Distributed"
"740";"Phaeocystis_jahnii";"RCC925";"EU106773";"Yes";"Distributed"
"741";"Phaeocystis_jahnii";"RCC935";"EU106782";"Yes";"Distributed"
"742";"Phaeocystis_globosa";"RCC940";"EU106787";"Yes";"Distributed"
"743";"Emiliania_huxleyi";"RCC948";"EU106793";"Yes";"Cryopreserved"
"744";"Emiliania_huxleyi";"RCC951";"EU106795";"No";"Lost"
"745";"Emiliania_huxleyi";"RCC955";"KT861256";"Yes";"Distributed"
"746";"Emiliania_huxleyi";"RCC956";"KT861257";"Yes";"Cryopreserved"
"747";"Emiliania_huxleyi";"RCC957";"KT861258";"No";"Lost"
"748";"Emiliania_huxleyi";"RCC958";"EU106797";"Yes";"Cryopreserved"
"749";"Emiliania_huxleyi";"RCC962";"EU106798";"Yes";"Cryopreserved"
"750";"Emiliania_huxleyi";"RCC963";"KT861259";"Yes";"Cryopreserved"
"751";"Phaeocystis_globosa";"RCC992";"EU106819";"No";"Lost"
"752";"Phaeocystis_globosa";"RCC993";"EU106820";"Yes";"Distributed"
"753";"Phaeocystis_globosa";"RCC1000";"EU106826";"Yes";"Distributed"
"754";"Phaeocystis_globosa";"RCC1000";"JX660991";"Yes";"Distributed"
"755";"Emiliania_huxleyi";"RCC1001";"EU106827";"No";"Lost"
"756";"Phaeocystis_globosa";"RCC1002";"KT861293";"No";"Lost"
"757";"Phaeocystis_globosa";"RCC1006";"EU106828";"No";"Lost"
"758";"Phaeocystis_globosa";"RCC1033";"EU106836";"Yes";"Distributed"
"759";"Dicrateria_rotunda";"RCC1042";"KT861312";"No";"NotDistributed"
"760";"Calcidiscus_leptoporus";"RCC1130";"KF422619";"Yes";"Distributed"
"761";"Helicosphaera_carteri";"RCC1333";"KF422620";"Yes";"Distributed"
"762";"Phaeocystis_cordata";"RCC1383";"JX660992";"Yes";"Distributed"
"763";"Scyphosphaera_apsteinii";"RCC1455";"KT861320";"Yes";"Distributed"
"764";"Syrascophaera_pulchra";"RCC1461";"KF422621";"Yes";"Distributed"
"765";"Phaeocystis_globosa";"RCC1617";"KT861294";"No";"Lost"
"766";"Phaeocystis_globosa";"RCC1619";"KT861295";"Yes";"Distributed"
"767";"Phaeocystis_globosa";"RCC1718";"KT861291";"No";"Lost"
"768";"Dicrateria_rotunda";"RCC1722";"KT861313";"No";"NotDistributed"
"769";"Dicrateria_rotunda";"RCC1723";"KT861314";"No";"NotDistributed"
"770";"Phaeocystis_jahnii";"RCC1725";"KT861296";"Yes";"Distributed"
"771";"Emiliania_huxleyi";"RCC1726";"KT861260";"Yes";"Cryopreserved"
"772";"Dicrateria_rotunda";"RCC1728";"KT861315";"No";"NotDistributed"
"773";"Phaeocystis_globosa";"RCC1729";"KT861297";"Yes";"Distributed"
"774";"Phaeocystis_globosa";"RCC1737";"JX660993";"Yes";"Distributed"
"775";"Emiliania_huxleyi";"RCC1744";"KT861261";"Yes";"Cryopreserved"
"776";"Emiliania_huxleyi";"RCC1745";"KT861262";"Yes";"Cryopreserved"
"777";"Emiliania_huxleyi";"RCC1746";"KT861263";"Yes";"Cryopreserved"
"778";"Emiliania_huxleyi";"RCC1747";"KT861264";"Yes";"Cryopreserved"
"779";"Emiliania_huxleyi";"RCC1752";"KT861265";"Yes";"Cryopreserved"
"780";"Emiliania_huxleyi";"RCC1753";"KT861266";"Yes";"Cryopreserved"
"781";"Emiliania_huxleyi";"RCC1754";"KT861267";"Yes";"Cryopreserved"
"782";"Emiliania_huxleyi";"RCC1756";"KT861268";"Yes";"Cryopreserved"
"783";"Emiliania_huxleyi";"RCC1758";"KT861269";"Yes";"Cryopreserved"
"784";"Emiliania_huxleyi";"RCC1759";"KT861270";"Yes";"Cryopreserved"
"785";"Emiliania_huxleyi";"RCC1760";"KT861271";"Yes";"Cryopreserved"
"786";"Emiliania_huxleyi";"RCC1762";"KT861272";"Yes";"Cryopreserved"
"787";"Emiliania_huxleyi";"RCC1763";"KT861273";"Yes";"Cryopreserved"
"788";"Emiliania_huxleyi";"RCC1764";"KT861274";"Yes";"Cryopreserved"
"789";"Phaeocystis_globosa";"RCC1869";"KT861298";"Yes";"Distributed"
"790";"Phaeocystis_globosa";"RCC1933";"KT861292";"No";"NotDistributed"
"791";"Prymnesium_sp";"RCC1941";"KT861317";"No";"Lost"
"792";"Prymnesium_sp";"RCC1948";"KT861318";"No";"Lost"
"793";"Isochrysis_sp";"RCC1956";"KT861289";"No";"Lost"
"794";"Ochrosphaera_neapolitana";"RCC1963";"KT861234";"No";"Lost"
"795";"Ochrosphaera_neapolitana";"RCC1964";"KT861235";"No";"Lost"
"796";"Ochrosphaera_neapolitana";"RCC1965";"KT861236";"No";"Lost"
"797";"Ochrosphaera_neapolitana";"RCC1966";"KT861237";"No";"Lost"
"798";"Hymenomonas_coronata";"RCC1971";"KT861233";"No";"Lost"
"799";"Dicrateria_rotunda";"RCC2298";"JN934681";"Yes";"Distributed"
"800";"Haptolina_hirta";"RCC2299";"KT861303";"Yes";"Distributed"
"801";"Haptolina_hirta";"RCC2300";"JF794056";"Yes";"Distributed"
"802";"Haptolina_hirta";"RCC2300";"JF812342";"Yes";"Distributed"
"803";"Chrysolita_sp";"RCC2476";"KT861250";"No";"NotDistributed"
"804";"Isochrysis_nuda";"RCC2477";"KT861287";"No";"NotDistributed"
"805";"Dicrateria_rotunda";"RCC2504";"KT861308";"No";"NotFound"
"806";"Emiliania_huxleyi";"RCC2611";"KT861275";"Yes";"Distributed"
"807";"Emiliania_huxleyi";"RCC2615";"KT861276";"Yes";"Distributed"
"808";"Emiliania_huxleyi";"RCC2620";"KT861277";"Yes";"Distributed"
"809";"Emiliania_huxleyi";"RCC2621";"KT861278";"Yes";"Cryopreserved"
"810";"Emiliania_huxleyi";"RCC2632";"KT861279";"Yes";"Cryopreserved"
"811";"Emiliania_huxleyi";"RCC2633";"KT861319";"No";"Lost"
"812";"Emiliania_huxleyi";"RCC2634";"KT861280";"Yes";"Cryopreserved"
"813";"Emiliania_huxleyi";"RCC2635";"KT861281";"Yes";"Cryopreserved"
"814";"Emiliania_huxleyi";"RCC2637";"KT861282";"Yes";"Cryopreserved"
"815";"Emiliania_huxleyi";"RCC2639";"KT861283";"Yes";"Cryopreserved"
"816";"Ochrosphaera_neapolitana";"RCC2690";"KT861238";"Yes";"Distributed"
"817";"Ochrosphaera_neapolitana";"RCC2691";"KT861239";"Yes";"Distributed"
"818";"Isochrysis_sp";"RCC2692";"KT861290";"Yes";"Distributed"
"819";"Ochrosphaera_neapolitana";"RCC2698";"KT861240";"Yes";"Distributed"
"820";"Emiliania_huxleyi";"RCC2937";"KT861284";"Yes";"Cryopreserved"
"821";"Emiliania_huxleyi";"RCC2938";"KT861285";"Yes";"Cryopreserved"
"822";"Emiliania_huxleyi";"RCC2941";"KT861286";"Yes";"Cryopreserved"
"823";"Ochrosphaera_neapolitana";"RCC2954";"KT861241";"Yes";"Distributed"
"824";"Ochrosphaera_sp";"RCC2959";"KT861242";"Yes";"Distributed"
"825";"Ochrosphaera_neapolitana";"RCC2970";"KT861243";"Yes";"Distributed"
"826";"Ochrosphaera_neapolitana";"RCC2971";"KT861244";"Yes";"Distributed"
"827";"Ochrosphaera_neapolitana";"RCC2972";"KT861245";"Yes";"Distributed"
"828";"Ochrosphaera_neapolitana";"RCC2973";"KT861246";"Yes";"Distributed"
"829";"Ochrosphaera_neapolitana";"RCC2974";"KT861247";"Yes";"Distributed"
"830";"Ochrosphaera_neapolitana";"RCC2975";"KT861248";"Yes";"Distributed"
"831";"Ochrosphaera_neapolitana";"RCC2976";"KT861249";"Yes";"Distributed"
"832";"Cruciplacolithus_neohelis";"RCC2977";"KT861231";"Yes";"Distributed"
"833";"Cruciplacolithus_neohelis";"RCC2978";"KT861232";"Yes";"Distributed"
"834";"Dicrateria_rotunda";"RCC3050";"KT861316";"No";"Lost"
"835";"Gephyrocapsa_ericsonii";"RCC4032";"KX056532";"Yes";"Distributed"
"836";"Reticulofenestra_parvula";"RCC4033";"KX056533";"Yes";"Distributed"
"837";"Reticulofenestra_parvula";"RCC4034";"KX056534";"Yes";"Distributed"
"838";"Reticulofenestra_parvula";"RCC4035";"KX056535";"Yes";"Distributed"
"839";"Reticulofenestra_parvula";"RCC4036";"KX056536";"Yes";"Distributed"
"840";"Isochrysis_sp";"RCC4207";"MH792074";"Yes";"Distributed"
"841";"Chrysochromulina_sp";"RCC4210";"MH792070";"Yes";"Distributed"
"842";"Dicrateria_rotunda";"RCC4214";"MH792071";"Yes";"Distributed"
"843";"Dicrateria_rotunda";"RCC4426";"KX523145";"Yes";"Distributed"
"844";"Emiliania_huxleyi";"RCC4443";"KX523158";"Yes";"Distributed"
"845";"Dicrateria_rotunda";"RCC4452";"KT878691";"No";"Lost"
"846";"Dicrateria_rotunda";"RCC4477";"KT878700";"Yes";"Distributed"
"847";"Dicrateria_rotunda";"RCC4478";"KT878701";"Yes";"Distributed"
"848";"Emiliania_huxleyi";"RCC4498";"MH792072";"Yes";"Distributed"
"849";"Phaeocystis_sp";"RCC4499";"MH792078";"Yes";"Distributed"
"850";"Dicrateria_rotunda";"RCC4500";"KT884462";"Yes";"Distributed"
"851";"Dicrateria_rotunda";"RCC4501";"KT884464";"Yes";"Distributed"
"852";"Emiliania_huxleyi";"RCC4549";"KX014628";"Yes";"Distributed"
"853";"Emiliania_huxleyi";"RCC4560";"KX014634";"Yes";"Distributed"
"854";"Emiliania_huxleyi";"RCC4567";"KX014640";"No";"NotFound"
"855";"Dicrateria_rotunda";"RCC4575";"KX014646";"Yes";"Distributed"
"856";"Dicrateria_rotunda";"RCC4576";"KX014647";"Yes";"Distributed"
"857";"Dicrateria_rotunda";"RCC4577";"KX014648";"Yes";"Distributed"
"858";"Dicrateria_rotunda";"RCC4578";"KX014649";"Yes";"Distributed"
"859";"Phaeocystis_globosa";"RCC4579";"KX014650";"No";"Lost"
"860";"Phaeocystis_globosa";"RCC4639";"KX523160";"No";"NotDistributed"
"861";"Phaeocystis_globosa";"RCC4640";"KX523161";"Yes";"Distributed"
"862";"Phaeocystis_globosa";"RCC4641";"KX523162";"Yes";"Distributed"
"863";"Phaeocystis_globosa";"RCC4642";"KX523163";"Yes";"Distributed"
"864";"Dicrateria_rotunda";"RCC4644";"KX523164";"No";"Lost"
"865";"Dicrateria_rotunda";"RCC4780";"KX602212";"Yes";"Distributed"
"866";"Phaeocystis_sp";"RCC4814";"KY095035";"Yes";"Distributed"
"867";"Phaeocystis_sp";"RCC4818";"KY095039";"Yes";"Distributed"
"868";"Pseudohaptolina_sorokinii";"RCC5268";"MH764749";"Yes";"Distributed"
"869";"Pseudohaptolina_sorokinii";"RCC5270";"MH764751";"Yes";"Distributed"
"870";"Pseudohaptolina_sorokinii";"RCC5270";"MT311519";"Yes";"Distributed"
"871";"Isochrysis_galbana";"RCC5353";"MH764819";"Yes";"Distributed"
"872";"Isochrysis_sp";"RCC5486";"MH764930";"Yes";"Distributed"
"873";"Isochrysis_galbana";"RCC5487";"MH764931";"Yes";"Distributed"
"874";"Dicrateria_sp";"RCC5635";"MH764620";"No";"Lost"
"875";"Dicrateria_sp";"RCC5636";"MH764621";"Yes";"Distributed"
"876";"Dicrateria_sp";"RCC5637";"MH764622";"Yes";"Distributed"
"877";"Dicrateria_sp";"RCC5638";"MH764623";"No";"Lost"
"878";"Dicrateria_sp";"RCC5639";"MH764624";"Yes";"Distributed"
"879";"Phaeocystis_sp";"RCC5646";"MH764663";"Yes";"Distributed"
"880";"Phaeocystis_sp";"RCC5647";"MH764664";"No";"Lost"
"881";"Emiliania_huxleyi";"RCC5653";"MH764614";"Yes";"Distributed"
"882";"Emiliania_huxleyi";"RCC5654";"MH764615";"Yes";"Distributed"
"883";"Emiliania_huxleyi";"RCC5656";"MH764619";"Yes";"Distributed"
"884";"Dicrateria_sp";"RCC5657";"MH764625";"No";"Lost"
"885";"Emiliania_huxleyi";"RCC5663";"MH764616";"Yes";"Distributed"
"886";"Phaeocystis_sp";"RCC5680";"MH764665";"Yes";"Distributed"
"887";"Phaeocystis_sp";"RCC5682";"MH764666";"Yes";"Distributed"
"888";"Emiliania_huxleyi";"RCC5689";"MH764617";"Yes";"Distributed"
"889";"Emiliania_huxleyi";"RCC5723";"MH764618";"Yes";"Distributed"
"890";"Phaeocystis_globosa";"RCC6045";"MK542677";"Yes";"Distributed"
"891";"Emiliania_huxleyi";"RCC6052";"MK542682";"Yes";"Distributed"
"892";"Emiliania_huxleyi";"RCC6071";"MK542696";"Yes";"Distributed"
"893";"Emiliania_huxleyi";"RCC6133";"MN121040";"Yes";"Distributed"
"894";"Umbilicosphaera_foliosa";"RCC6252";"MN604364";"Yes";"Distributed"
"895";"Umbilicosphaera_foliosa";"RCC6255";"MN604365";"Yes";"Distributed"
"896";"Calyptrosphaera_sp";"RCC6258";"MN604348";"Yes";"Distributed"
"897";"Umbilicosphaera_foliosa";"RCC6261";"MN604366";"No";"Lost"
"898";"Calyptrosphaera_sp";"RCC6262";"MN604349";"Yes";"Distributed"
"899";"Prymnesium_sp";"RCC6265";"MN604353";"Yes";"Distributed"
"900";"Prymnesium_sp";"RCC6268";"MN604354";"Yes";"Distributed"
"901";"Calyptrosphaera_sp";"RCC6270";"MN604350";"Yes";"Distributed"
"902";"Calyptrosphaera_sp";"RCC6271";"MN604351";"Yes";"Distributed"
"903";"Umbilicosphaera_foliosa";"RCC6275";"MN604367";"No";"Lost"
"904";"Emiliania_huxleyi";"RCC6277";"MN604335";"Yes";"Distributed"
"905";"Emiliania_huxleyi";"RCC6278";"MN604336";"Yes";"Distributed"
"906";"Calyptrosphaera_sp";"RCC6294";"MN604332";"Yes";"Distributed"
"907";"Prymnesium_sp";"RCC6295";"MN604355";"Yes";"Distributed"
"908";"Prymnesium_sp";"RCC6296";"MN604356";"Yes";"Distributed"
"909";"Prymnesium_sp";"RCC6298";"MN604357";"No";"NotDistributed"
"910";"Phaeocystis_sp";"RCC6665";"MN604338";"Yes";"Distributed"
"911";"Prymnesium_polylepis";"RCC6738";"MN604352";"Yes";"Distributed"
"912";"Emiliania_huxleyi";"RCC6856";"MN824007";"Yes";"Distributed"
"913";"Aerococcus_anophagefferens";"RCC96";"AF118443";"Yes";"Distributed"
"914";"Pelagococcus_subviridis";"RCC98";"U14386";"No";"Lost"
"915";"Pelagomonas_calceolata";"RCC100";"U14389";"Yes";"Distributed"
"916";"Pelagomonas_calceolata";"RCC108";"KT860968";"Yes";"Distributed"
"917";"Chrysoreinhardia_giraudii";"RCC112";"U78033";"Yes";"Distributed"
"918";"Pelagomonas_calceolata";"RCC341";"KT861165";"Yes";"Distributed"
"919";"Pelagomonas_calceolata";"RCC518";"KT860974";"Yes";"Cryopreserved"
"920";"Pelagomonas_calceolata";"RCC697";"KT860978";"Yes";"Distributed"
"921";"Pelagomonas_calceolata";"RCC698";"KT861135";"Yes";"Distributed"
"922";"Pelagomonas_calceolata";"RCC699";"KT861136";"Yes";"Distributed"
"923";"Pelagomonas_calceolata";"RCC706";"KT861037";"Yes";"Distributed"
"924";"Pelagomonadales_clade_B_X_sp";"RCC707";"KT861038";"Yes";"Distributed"
"925";"Pelagomonadales_clade_B_X_sp";"RCC732";"KT861035";"Yes";"Distributed"
"926";"Pelagomonas_calceolata";"RCC850";"KT860985";"Yes";"Cryopreserved"
"927";"Pelagomonas_calceolata";"RCC855";"EU106740";"No";"Lost"
"928";"Pelagomonas_calceolata";"RCC858";"KT861044";"Yes";"Cryopreserved"
"929";"Pelagomonas_calceolata";"RCC860";"EU106744";"No";"Lost"
"930";"Pelagomonas_calceolata";"RCC864";"KT861045";"No";"Lost"
"931";"Pelagomonas_calceolata";"RCC865";"EU106747";"No";"Lost"
"932";"Pelagomonas_calceolata";"RCC869";"EU106750";"Yes";"Cryopreserved"
"933";"Pelagomonas_calceolata";"RCC871";"EU106752";"Yes";"Cryopreserved"
"934";"Pelagomonas_calceolata";"RCC873";"KT861046";"Yes";"Distributed"
"935";"Pelagomonas_calceolata";"RCC875";"EU106753";"No";"Lost"
"936";"Pelagophyceae_XXX_sp";"RCC877";"KT861047";"No";"Lost"
"937";"Pelagomonas_calceolata";"RCC878";"KT861048";"No";"Lost"
"938";"Pelagomonas_calceolata";"RCC879";"EU106754";"Yes";"Distributed"
"939";"Pelagomonas_calceolata";"RCC880";"EU106755";"Yes";"Cryopreserved"
"940";"Pelagomonas_calceolata";"RCC881";"EU106756";"Yes";"Cryopreserved"
"941";"Pelagomonas_calceolata";"RCC883";"EU106758";"No";"Lost"
"942";"Pelagomonas_calceolata";"RCC884";"EU106759";"Yes";"Cryopreserved"
"943";"Pelagomonas_calceolata";"RCC888";"KT861138";"Yes";"Distributed"
"944";"Pelagomonas_calceolata";"RCC915";"EU106767";"Yes";"Distributed"
"945";"Pelagomonadaceae_clade_D2_sp";"RCC919";"KT861049";"No";"Lost"
"946";"Pelagomonas_calceolata";"RCC924";"KT860988";"Yes";"Cryopreserved"
"947";"Pelagomonas_calceolata";"RCC926";"EU106774";"Yes";"Distributed"
"948";"Pelagomonas_calceolata";"RCC937";"EU106784";"Yes";"Cryopreserved"
"949";"Pelagomonas_calceolata";"RCC938";"EU106785";"Yes";"Cryopreserved"
